Processor,Intel Xeon E5-2673 v3 @ 2.40GHz (8 Cores)
Motherboard,Microsoft Virtual Machine v7.0
Chipset,Intel 440BX/ZX/DX
Memory,14336MB
Disk,31GB Virtual Disk + 650GB Virtual Disk
Graphics,Microsoft Hyper-V virtual VGA
OS,Ubuntu 14.04
Kernel,3.19.0-65-generic (x86_64)
Compiler,GCC 4.8.4
File-System,ext4
Screen Resolution,1152x864
System Layer,Microsoft Hyper-V Server

"RAMspeed SMP - Integer Add",7491.96,7534.01
"RAMspeed SMP - Integer Copy",7504.55,7608.13
"RAMspeed SMP - Integer Scale",7436.39,7562.37
"RAMspeed SMP - Floating-Point Add",7019.14,7083.03
"Stream - Type: Copy",14864.74,15280.46
"Stream - Type: Scale",15025.42,15447.46
"Stream - Type: Triad",16925.24,17666.24
"Stream - Add",17117.82,17750.38
"Stream - Copy",14864.74,15280.46
"Stream - Scale",15025.42,15447.46
"Stream - Type: Add",17117.82,17750.38
"NAS Parallel Benchmarks - Test / Class: LU.A",3888.54,3936.76
"Timed MAFFT Alignment - Multiple Sequence Alignment",11.08,10.85
"CacheBench - Read Cache",982.67,974.10
"CacheBench - Write Cache",5343.52,5304.48
"Gcrypt Library - CAMELLIA256-ECB Cipher",6120,6110
"TSCP - AI Chess Performance",409566,1024000
"John The Ripper - Traditional DES",3385667,3315333
"John The Ripper - Blowfish",2018,2018
"x264 - H.264 Video Encoding",83.61,84.79
"GraphicsMagick - HWB Color Space",66,66
"GraphicsMagick - Local Adaptive Thresholding",30,30
"GraphicsMagick - Sharpen",26,26
"GraphicsMagick - Resizing",50,51
"Himeno Benchmark - Poisson Pressure Solver",602.61,591.36
"7-Zip Compression - Compress Speed Test",9482,9436
"C-Ray - Total Time",40.30,40.53
"Parallel BZIP2 Compression - 256MB File Compression",20.84,21.09
"Smallpt - Global Illumination Renderer; 100 Samples",182,183
"Gzip Compression - 2GB File Compression",37.53,38.48
"Crafty - Elapsed Time",228.43,235.77
"FLAC Audio Encoding - WAV To FLAC",22.94,23.12
"LAME MP3 Encoding - WAV To MP3",40.31,40.73
"FFmpeg - H.264 HD To NTSC DV",26.58,26.93
"Tachyon - Total Time",25.84,25.81
"OpenSSL - RSA 4096-bit Performance",337.73,337.07
"Apache Benchmark - Static Web Page Serving",4838.03,5181.03
"AIO-Stress - Random Write",848.61,825.44
"SQLite - Timed SQLite Insertions",560.02,578.90
"FS-Mark - 1000 Files, 1MB Size",16.77,18.13
"Dbench - 12 Clients",72.05,63.99
"Dbench - 48 Clients",121.86,96.46
"Dbench - 128 Clients",75.93,64.00
"Dbench - 1 Clients",12.03,11.34
"IOzone - 8GB Read Performance",2555.67,2512.42
"IOzone - 8GB Write Performance",40.92,53.58
"Compile Bench - Test: Compile",147.67,148.95
"Compile Bench - Test: Initial Create",65.43,68.05
"Compile Bench - Test: Read Compiled Tree",776.12,796.04
"Unpacking The Linux Kernel - linux-2.6.32.tar.bz2",30.23,28.87
"PostMark - Disk Transaction Performance",1697,1724
"Threaded I/O Tester - 64MB Random Read - 32 Threads",247.55,609.78
"Threaded I/O Tester - 64MB Random Write - 32 Threads",0.75,0.73
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 4",1596.68
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 8",1174.18
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 4",1897.23
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 8",1604.32
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 4",1612.87
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 8",671.46
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 4",1090.50
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 8",167.89
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 16",96.35
"Threaded I/O Tester - Test: Read - Size Per Thread: 32MB - Thread Count: 32",169.85
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 16",244.82
"Threaded I/O Tester - Test: Read - Size Per Thread: 64MB - Thread Count: 32",133.04
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 4",0.25
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 8",0.45
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 4",0.24
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 8",0.42
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 16",177.50
"Threaded I/O Tester - Test: Read - Size Per Thread: 128MB - Thread Count: 32",159.35
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 16",254.82
"Threaded I/O Tester - Test: Read - Size Per Thread: 256MB - Thread Count: 32",141.34
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 4",0.25
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 8",0.48
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 4",0.26
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 8",0.48
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 16",0.89
"Threaded I/O Tester - Test: Write - Size Per Thread: 32MB - Thread Count: 32",1.40
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 16",0.86
"Threaded I/O Tester - Test: Write - Size Per Thread: 64MB - Thread Count: 32",1.34
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 16",0.86
"Threaded I/O Tester - Test: Write - Size Per Thread: 128MB - Thread Count: 32",1.25
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 16",0.87
"Threaded I/O Tester - Test: Write - Size Per Thread: 256MB - Thread Count: 32",1.29
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 4",1112.53
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 8",633.85
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 4",676.38
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 8",498.46
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 4",699.47
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 8",802.32
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 4",504.96
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 8",567.64
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 16",512.95
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 32MB - Thread Count: 32",353.79
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 16",427.40
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 64MB - Thread Count: 32",276.69
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 4",0.27
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 8",0.50
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 4",0.30
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 8",0.49
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 16",1539.84
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 128MB - Thread Count: 32",406.07
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 16",373.68
"Threaded I/O Tester - Test: Random Read - Size Per Thread: 256MB - Thread Count: 32",414.54
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 4",0.28
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 8",0.48
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 4",0.28
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 8",0.44
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 16",0.69
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 32MB - Thread Count: 32",0.76
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 16",0.65
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 64MB - Thread Count: 32",0.75
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 16",0.65
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 128MB - Thread Count: 32",0.71
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 16",0.67
"Threaded I/O Tester - Test: Random Write - Size Per Thread: 256MB - Thread Count: 32",0.69
"DD - Test: / - Block Size: 512 - Count: 1 - Oflag: direct",64.5,65.1,49.0
"DD - Test: / - Block Size: 512 - Count: 1 - Oflag: sync",55.7,71.2,62.0
"DD - Test: / - Block Size: 1G - Count: 1 - Oflag: direct",52.6,60.3,47.1
"DD - Test: / - Block Size: 1G - Count: 1 - Oflag: sync",58.3,51.2,61.6
"DD - Test: / - Block Size: 1G - Count: 2 - Oflag: direct",63.2,63.5,61.9,55.6
"DD - Test: / - Block Size: 1G - Count: 2 - Oflag: sync",47.8,51.1,55.7
"DD - Test: / - Block Size: 1G - Count: 4 - Oflag: direct",54.2,60.8,64.3
"DD - Test: / - Block Size: 1G - Count: 4 - Oflag: sync",52.9,54.8,46.5
"DD - Test: / - Block Size: 1G - Count: 8 - Oflag: direct",59.7,59.8,53.8
"DD - Test: / - Block Size: 1G - Count: 8 - Oflag: sync",58.0,53.8,54.0
"DD - Test: / - Block Size: 2G - Count: 1 - Oflag: direct",50.8,52.7,60.1
"DD - Test: / - Block Size: 2G - Count: 1 - Oflag: sync",58.8,44.7,50.0
"DD - Test: / - Block Size: 2G - Count: 2 - Oflag: direct",59.4,50.4,56.4
"DD - Test: / - Block Size: 2G - Count: 2 - Oflag: sync",55.4,56.5,52.5
"DD - Test: / - Block Size: 2G - Count: 4 - Oflag: direct",53.4,56.3,56.3
"DD - Test: / - Block Size: 2G - Count: 4 - Oflag: sync",48.6,54.0,55.5
"DD - Test: / - Block Size: 4G - Count: 1 - Oflag: direct",48.0,43.1,53.5
"DD - Test: / - Block Size: 4G - Count: 1 - Oflag: sync",52.9,50.2,47.7
"DD - Test: / - Block Size: 4G - Count: 2 - Oflag: direct",59.2,52.7,50.8
"DD - Test: / - Block Size: 4G - Count: 2 - Oflag: sync",51.3,56.8,52.5
"DD - Test: / - Block Size: 8G - Count: 1 - Oflag: direct",59.8,56.2,55.7
"DD - Test: / - Block Size: 8G - Count: 1 - Oflag: sync",49.1,43.4,50.8
"DD - Test: /mnt - Block Size: 512 - Count: 1 - Oflag: direct",106,104,102
"DD - Test: /mnt - Block Size: 512 - Count: 1 - Oflag: sync",88.8,95.7,90.0
"DD - Test: /mnt - Block Size: 1G - Count: 1 - Oflag: direct",102,103,101
"DD - Test: /mnt - Block Size: 1G - Count: 1 - Oflag: sync",88.3,88.2,92.9
"DD - Test: /mnt - Block Size: 1G - Count: 2 - Oflag: direct",114,114,112
"DD - Test: /mnt - Block Size: 1G - Count: 2 - Oflag: sync",101,97.3,100
"DD - Test: /mnt - Block Size: 1G - Count: 4 - Oflag: direct",115,116,116
"DD - Test: /mnt - Block Size: 1G - Count: 4 - Oflag: sync",98.3,97.9,98.3
"DD - Test: /mnt - Block Size: 1G - Count: 8 - Oflag: direct",115,114,115
"DD - Test: /mnt - Block Size: 1G - Count: 8 - Oflag: sync",98.3,99.4,100
"DD - Test: /mnt - Block Size: 2G - Count: 1 - Oflag: direct",103,101,100
"DD - Test: /mnt - Block Size: 2G - Count: 1 - Oflag: sync",101,103,101
"DD - Test: /mnt - Block Size: 2G - Count: 2 - Oflag: direct",110,109,110
"DD - Test: /mnt - Block Size: 2G - Count: 2 - Oflag: sync",105,103,105
"DD - Test: /mnt - Block Size: 2G - Count: 4 - Oflag: direct",115,114,113
"DD - Test: /mnt - Block Size: 2G - Count: 4 - Oflag: sync",105,105,72.8
"DD - Test: /mnt - Block Size: 4G - Count: 1 - Oflag: direct",52.6,47.2,47.5
"DD - Test: /mnt - Block Size: 4G - Count: 1 - Oflag: sync",47.1,49.4,48.4
"DD - Test: /mnt - Block Size: 4G - Count: 2 - Oflag: direct",50.0,50.9,51.6
"DD - Test: /mnt - Block Size: 4G - Count: 2 - Oflag: sync",49.0,45.7,50.0
"DD - Test: /mnt - Block Size: 8G - Count: 1 - Oflag: direct",49.0,51.1,48.5
"DD - Test: /mnt - Block Size: 8G - Count: 1 - Oflag: sync",48.5,48.3,51.3
"IPERF3 - Test: bouygues.testdebit.info",233,234,233,233,233,233,233,233,233,233
